kegg_gene,uniprot
100306404,I1JBD8
100306406,C6SZ88
100306407,C6SZ91
100306409,C6SZ93
100306411,C6SZ96
100306412,C6SZ99
100306413,C6SZA0
100306414,C6SZA2
100306415,C6SZA3
100306416,C6SZA4
100306418,C6SZA6
100306420,C6SZB1
100306421,C6SZB5
100306422,C6SZB6
100306423,C6SZB7
100306424,C6SZB9
100306425,C6SZC1
100306426,C6SZC4
100306427,I1MVA9
100306428,C6SZC7
100306429,C6SZC9
100306430,C6SZC8
100306431,I1MWJ1
100306432,C6SZD3
100306433,C6SZD4
100306434,C6SZD5
100306435,C6SZD6
100306436,I1M5E3
100306437,A0A0R4J4W5
100306438,C6SZE2
100306439,C6SZE6
100306440,C6SZE8
100306441,C6SZE9
100306442,C6SZF0
100306444,C6SZF1
100306445,C6SZF3
100306446,C6SZF4
100306447,C6SZF6
100306448,C6SZF5
100306449,C6SZF8
100306450,C6SZG1
100306451,C6SZG2
100306452,C6SZG4
100306453,C6SZG3
100306454,C6SZG5
100306455,C6SZG6
100306456,C6SZG7
100306457,C6SZH1
100306458,C6SZH2
100306459,C6SZH6
100306460,C6SZH8
100306461,C6SZH9
100306462,C6SZI0
100306463,C6SZI1
100306464,C6SZI3
100306465,I1LF79
100306466,C6SZI7
100306467,C6SZI9
100306468,C6SZJ0
100306469,C6SZJ1
100306470,C6SZJ3
100306471,I1MN55
100306472,C6SZJ9
100306473,C6SZK0
100306474,C6SZK1
100306475,C6SZK2
100306476,I1M6A7
100306478,I1LYQ3
100306479,A0A0R0FHG0
100306480,C6SZL0
100306481,C6SZL2
100306482,C6SZL1
100306483,C6SZL4
100306484,C6SZL5
100306485,I1MSH1
100306486,C6SZL7
100306487,C6SZL8
100306488,C6SZL9
100306489,C6SZM0
100306491,C6SZM2
100306492,C6SZM3
100306493,C6SZM4
100306494,C6SZM5
100306496,C6SZM7
100306497,C6SZM8
100306498,C6SZM9
100306499,C6SZN0
100306500,C6SZN1
100306502,I1LQU0
100306503,C6SZN4
100306504,C6SZN5
100306505,C6SZN6
100306506,C6SZN7
100306508,I1N3E7
100306509,C6SZP1
100306510,I1J7P1
100306511,C6SZP3
100306512,C6SZP5
100306513,C6SZP4
100306514,I1MUZ6
100306515,C6SZP7
100306517,C6SZQ0
100306518,C6SZQ2
100306519,C6SZQ4
100306520,C6SZQ6
100306522,C6SZQ8
100306523,C6SZQ9
100306524,C6SZR0
100306525,C6SZR1
100306526,I1LS43
100306528,C6SZR5
100306529,C6SZR7
100306531,C6SZR9
100306532,C6SZS0
100306533,C6SZS2
100306534,C6SZS3
100306535,C6SZS5
100306537,C6SZS8
100306539,C6SZT3
100306540,C6SZT2
100306541,I1MU75
100306542,C6SZT5
100306543,C6SZT8
100306544,C6SZU0
100306545,C6SZU2
100306546,C6SZU5
100306547,C6SZU6
100306549,C6SZU8
100306550,C6SZU9
100306551,C6SZV1
100306552,C6SZV2
100306553,C6SZV3
100306554,C6SZV4
100306555,C6SZV5
100306557,C6SZV7
100306558,C6SZV9
100306559,C6SZW1
100306560,C6SZW3
100306561,C6SZW4
100306562,I1MYN1
100306564,C6SZW7
100306565,C6SZX1
100306566,C6SZX2
100306567,C6SZX4
100306568,C6SZX5
100306569,I1JS71
100306570,C6SZX7
100306571,C6SZX9
100306572,C6SZY0
100306573,K7N4A5
100306574,C6SZY2
100306575,C6SZY5
100306576,C6SZY7
100306577,C6SZY9
100306578,C6SZZ0
100306579,C6SZZ2
100306580,C6SZZ6
100306581,C6SZZ9
100306582,A0A0R0HWV6
100306583,C6T003
100306584,C6T004
100306585,C6T006
100306586,C6T011
100306587,K7LQV5
100306588,C6T013
100306589,C6T018
100306590,C6T020
100306591,C6T021
100306592,C6T022
100306593,C6T023
100306594,I1J7U6
100306595,C6T024
100306596,C6T026
100306597,C6T029
100306599,C6T032
100306600,I1MSX8
100306601,C6T038
100306602,C6T040
100306603,C6T042
100306604,C6T044
100306605,C6T043
100306606,C6T046
100306607,C6T047
100306608,C6T050
100306609,C6T049
100306610,C6T051
100306611,C6T052
100306612,C6T054
100306614,C6T061
100306615,C6T063
100306616,C6T066
100306617,C6T067
100306618,C6T069
100306619,C6T071
100306620,C6T072
100306621,C6T074
100306622,I1LF54
100306623,C6T076
100306624,C6T078
100306626,C6T080
100306627,C6T079
100306628,C6T081
100306629,C6T082
100306630,K7MWX0
100306631,C6T085
100306632,C6T087
100306633,C6T090
100306634,C6T089
100306635,C6T091
100306637,C6T093
100306638,C6T094
100306639,C6T095
100306640,C6T098
100306641,C6T0A0
100306642,C6T099
100306643,C6T0A2
100306644,C6T0A3
100306645,C6T0A6
100306646,C6T0A7
100306647,C6T0B0
100306648,C6T0B2
100306649,C6T0B1
100306650,C6T0B3
100306651,C6T0B4
100306652,C6T0B6
100306653,C6T0B5
100306654,C6T0B7
100306655,C6T0B9
100306656,C6T0C1
100306657,C6T0C2
100306658,C6T0C4
100306659,C6T0C5
100306660,C6T0C6
100306661,C6T0C8
100306662,C6T0C7
100306663,C6T0C9
100306665,C6T0D1
100306666,C6T0D2
100306667,C6T0D3
100306668,C6T0D5
100306669,C6T0D8
100306670,A0A0R0J8T0
100306671,C6T0E0
100306672,C6T0E1
100306673,C6T0E3
100306674,C6T0E4
100306675,C6T0E5
100306676,C6T0E6
100306677,C6T0E7
100306678,C6T0E9
100306679,C6T0F2
100306680,C6T0F3
100306681,C6T0F4
100306682,C6T0F5
100306683,C6T0F6
100306684,C6T0F8
100306685,C6T0F7
100306686,C6T0F9
100306687,C6T0G1
100306688,C6T0G2
100306689,C6T0G3
100306690,C6T0G5
100306691,C6T0G6
100306692,C6T0G8
100306693,C6T0G9
100306694,C6T0H1
100306695,C6T0H3
100306696,C6T0H4
100306697,C6T0H6
100306698,I1N7V5
100306699,C6T0H9
100306700,C6T0I0
100306701,I1KZ38
100306702,C6T0I2
100306703,I1M003
100306704,C6T0I5
100306705,C6T0I4
100306707,C6T0I9
100306708,C6T0J0
100306709,C6T0J1
100306710,C6T0J2
100306711,C6T0J5
100306712,C6T0J7
100306714,C6T0J8
100306715,K7LLH5
100306716,C6T0K0
100306717,C6T0K3
100306718,C6T0K2
100306719,C6T0K6
100306720,C6T0K7
100306722,C6T0K9
100337655,D3G9L7
100499208,D8WJ57
100499218,D8WJ54
100499219,D8WJ55
100499220,C6TNP3
100499623,C0LUU6
100499625,I1J8H1
100499626,C4MH52
100499627,C6FF74
100499628,C6FF77
100499629,C6FF79
100499630,C6EVF9
100499631,C6F190
100499632,C6ZHS4
100499633,C6ZKJ0
100499634,C6ZJY8
100499635,C6ZJZ0
100499636,C6ZJZ3
100499637,C6ZJZ5
100499638,C6ZJZ6
100499639,C6ZRM6
100499640,C6ZRM7
100499641,C6ZRN0
100499642,C6ZRR6
100499643,C6ZRS3
100499644,C6ZRT0
100499645,C6ZRT6
100499646,C6ZRW9
100499647,C6ZRY0
100499648,C6ZRY1
100499649,C6ZS09
100499651,C6ZS22
100499652,C6ZS24
100499653,C6ZS28
100499654,C6ZS37
100499655,C6ZS42
100499656,C6SV60
100499657,C6SV63
100499658,C6SV69
100499659,C6SV75
100499661,C6SV83
100499662,C6SV84
100499663,C6SV87
100499664,C6SV91
100499665,C6SV94
100499666,C6SVA2
100499667,C6SVA4
100499668,C6SVA7
100499669,C6SVA9
100499670,C6SVB1
100499671,C6SVB2
100499673,C6SVB8
100499674,C6SVB9
100499675,C6SVC0
100499677,C6SVC7
100499678,C6SVD2
100499679,C6SVD8
100499681,C6SVE6
100499682,I1MGG9
100499683,C6SVE8
100499684,C6SVF0
100499685,C6SVF4
100499686,C6SVG6
100499687,C6SVG8
100499688,C6SVH7
100499689,K7LN43
100499690,C6SVI2
100499692,C6SVI7
100499693,C6SVJ1
100499695,C6SVJ6
100499696,C6SVK5
100499698,C6SVL7
100499699,C6SVL9
100499700,C6SVM4
100499701,C6SVM5
100499702,C6SVM9
100499703,C6SVN9
100499704,C6SVP1
100499705,C6SVQ4
100499706,C6SVQ5
100499707,C6SVQ9
100499708,C6SVR0
100499710,C6SVR9
100499711,C6SVS3
100499712,K7K6U9
100499713,I1KVP0
100499714,C6SVS8
100499715,C6SVS9
100499716,C6SVT3
100499717,C6SVT2
100499718,C6SVU4
100499720,C6SVV1
100499721,C6SVV3
100499723,C6SVV7
100499724,C6SVV8
100499725,C6SVW2
100499726,C6SVW1
100499727,C6SVX0
100499728,C6SVX3
100499729,C6SVX7
100499730,C6SVY3
100499731,C6SVY2
100499732,C6SVY7
100499733,C6SW05
100499734,A0A0R0GW87
100499735,C6SW11
100499736,C6SW13
100499737,C6SW15
100499738,C6SW24
100499739,K7KRN5
100499740,C6SW30
100499741,C6SW33
100499742,C6SW35
100499743,I1JP95
100499744,C6SW38
100499745,C6SW43
100499746,C6SW44
100499747,C6SW46
100499748,C6SW47
100499749,C6SW49
100499750,C6SW52
100499751,C6SW53
100499752,C6SW57
100499753,C6SW69
100499754,C6SW72
100499755,C6SW77
100499756,C6SW82
100499757,I1L4B6
100499758,C6SW88
100499759,C6SWA2
100499760,C6SWA1
100499761,C6SWA9
100499762,C6SWB9
100499763,C6SWC0
100499764,C6SWC3
100499765,C6SWC6
100499766,C6SWC7
100499767,C6SWC8
100499768,C6SWD2
100499770,C6SWD8
100499771,C6SWE0
100499772,C6SWE2
100499773,C6SWE3
100499774,C6SWE5
100499775,C6SWF0
100499776,C6SWF1
100499777,C6SWF2
100499778,C6SWF3
100499779,C6SWF6
100499781,C6SWG3
100499782,C6SWG5
100499783,C6SWG6
100499784,C6SWG9
100499785,C6SWK4
100499786,C6SWK8
100499788,C6SWM6
100499789,C6SWN7
100499790,C6SWN9
100499791,C6SWP3
100499792,C6SWP5
100499793,C6SWP6
100499794,C6SWP9
100499795,C6SWQ4
100499796,C6SWQ6
100499797,I1MMG2
100499798,C6SWR2
100499799,I1LAR9
100499800,C6SWT1
100499801,C6SWU0
100499802,C6SWU8
100499803,C6SWV2
100499804,C6SWV6
100499805,C6SWV8
100499806,C6SWW1
100499807,C6SWW5
100499808,C6SWW6
100499809,C6SWX0
100499810,C6SWX1
100499811,C6SWX7
100499812,C6SWY1
100499813,C6SWY2
100499814,C6SWZ1
100499815,C6SWZ8
100499816,C6SX00
100499817,C6SX06
100499818,I1K6B8
100499819,C6SX17
100499820,C6SX22
100499821,C6SX29
100499822,C6SX31
100499823,C6SX32
100499824,C6SX33
100499825,I1LY81
100499826,C6SX35
100499827,C6SX49
100499828,I1LIR4
100499829,C6SX59
100499830,C6SX60
100499831,A0A088AWU8
100499832,C6SX75
100499833,C6SX76
100499834,C6SX83
100499835,C6SX89
100499836,C6SX90
100499837,C6SX94
100499838,C6SX93
100499839,C6SX97
100499840,C6SX98
100499841,C6SXA0
100499842,C6SXA1
100499843,C6SXA4
100499844,C6SXA5
100499845,I1K5P1
100499846,C6SXB4
100499847,C6SXC6
100499848,C6SXD0
100499849,C6SXC9
100499850,C6SXD2
100499851,C6SXD4
100499852,C6SXD3
100499853,C6SXD5
100499854,C6SXD9
100499855,C6SXF2
100499856,C6SXF6
100499857,C6SXF9
100499858,C6SXG3
100499859,C6SXG4
100499860,C6SXH0
100499861,C6SXI0
100499862,C6SXI6
100499863,C6SXI7
100499864,C6SXJ2
100499865,I1K6L0
100499866,C6SXJ7
100499867,C6SXJ9
100499869,C6SXK8
100499870,C6SXL2
100499872,C6SXL6
100499873,I1LMR2
100499875,C6SXM8
100499876,C6SXN7
100499877,C6SXP0
100499878,C6SXP1
100499879,I1K7N6
100499880,C6SXP9
100499881,C6SXQ2
100499882,C6SXQ8
100499883,C6SXR2
100499884,C6SXT2
100499885,C6SXT9
100499887,C6SXU0
100499888,C6SXU8
100499889,C6SXV0
100499890,C6SXV3
100499891,C6SXV5
100499892,C6SXV7
100499893,C6SXW1
100499894,C6SXW2
100499895,C6SXW7
100499896,C6SXW8
100499897,C6SXW9
100499898,C6SXX4
100499899,C6SXX8
100499900,C6SXY4
100499901,C6SXY5
100499902,C6SXY7
100499903,C6SXY9
100499904,C6SXZ1
100499905,A0A0R0F2H9
100499906,C6SY04
100499907,C6SY11
100499908,C6SY12
100499909,C6SY13
100499910,C6SY19
100499911,C6SY24
100499912,C6SY25
100499914,C6SY32
100499915,C6SY44
100499916,I1MF78
100499917,C6SY55
100499918,C6SY57
100499919,C6SY60
100499920,C6SY65
100499921,C6SY73
100499923,C6SY78
100499924,C6SY80
100499925,C6SY81
100499926,C6SY83
100499927,C6SY84
100499928,C6SY92
100499929,C6SYA8
100499930,C6SYB0
100499931,C6SYB1
100499932,C6SYB4
100499933,C6SYC4
100499934,C6SYD0
100499935,C6SYD1
100499936,C6SYD2
100499937,C6SYE0
100499938,C6SYE6
100499939,K7K4P7
100499940,C6SYF4
100499941,C6SYG6
100499942,C6SYG8
100499943,C6SYH0
100499944,C6T0S6
100499945,C6SYH4
100499946,C6SYH6
100499947,C6SYH5
100499948,C6SYI2
100499949,C6SYI5
100499950,I1KXJ7
100499951,C6SYI8
100499953,C6SYJ7
100499954,C6SYJ8
100499955,I1KMC5
100499956,C6SYK7
100499957,C6SYL2
100499958,I1L0Q5
100499959,C6SYN1
100499960,C6SYN2
100499961,C6SYN6
100499962,C6SYP3
100499963,I1M5E1
100499964,C6SYQ5
100499965,C6SYQ7
100499966,C6SYR2
100499967,I1KV79
100499968,C6SYR7
100499969,C6SYS7
100499970,C6SYT5
100499971,C6SYT8
100499972,I1JKR0
100499973,C6SYW1
100499974,C6SYW8
100499975,C6SYX7
100499976,F5CI37
100499977,C6SYZ0
100499978,C6SYZ8
100499979,C6SZ00
100499980,C6SZ01
100499981,C6SZ02
100499982,C6SZ10
100499983,C6SZ26
100499984,I1JEB9
100499985,C6SZ29
100499986,I1KFG1
100499987,C6SZ41
100499988,C6SZ43
100499989,C6SZ50
100499990,C6SZ52
100499991,C6SZ56
100499992,C6SZ57
100499993,C6SZ60
100499994,C6SZ66
100499995,C6SZ65
100499996,C6SZ73
100499997,C6SZ76
100499998,C6SZ77
100499999,I1KRY1
100500000,C6SZ83
100500001,C6SZ84
100500002,C6SZ90
100500003,C6SZ94
100500005,C6SZ98
100500006,C6SZA1
100500007,C6SZA7
100500008,C6SZA8
100500009,C6SZB2
100500010,I1KZU5
100500011,C6SZB4
100500012,C6SZC0
100500013,C6SZC2
100500015,C6SZC5
100500016,C6SZD2
100500018,C6SZE3
100500019,C6SZE4
100500020,C6SZE5
100500021,C6SZE7
100500022,C6SZF9
100500023,C6SZG0
100500024,C6SZG8
100500025,I1L8L3
100500027,C6SZH5
100500028,C6SZI2
100500029,C6SZI5
100500030,C6SZI6
100500031,C6SZI8
100500032,C6SZJ2
100500033,C6SZJ4
100500034,C6SZJ5
100500035,C6SZJ7
100500036,C6SZK3
100500037,C6SZK6
100500039,I1MLH9
100500040,C6SZP0
100500041,A0A0R0F6M4
100500042,C6SZQ1
100500043,C6SZQ3
100500044,C6SZQ5
100500045,C6SZR6
100500046,C6SZS1
100500047,C6SZS4
100500048,C6SZS9
100500051,C6SZT7
100500052,C6SZT9
100500054,C6SZU4
100500055,I1JNI8
100500056,C6SZW0
100500057,C6SZW8
100500058,C6SZX0
100500059,C6SZW9
100500060,C6SZX3
100500061,I1JNM6
100500062,C6SZY3
100500064,C6SZY6
100500065,C6SZY8
100500066,C6SZZ1
100500067,C6SZZ4
100500068,C6SZZ5
100500069,C6SZZ3
100500070,C6SZZ7
100500071,C6SZZ8
100500072,C6T002
100500073,C6T007
100500074,C6T008
100500075,C6T009
100500076,I1J8F2
100500077,C6T014
100500078,C6T016
100500079,C6T017
100500080,C6T019
100500081,C6T028
100500082,C6T034
100500083,C6T033
100500084,A0A0R0HR30
100500085,I1N7P3
100500087,C6T048
100500088,C6T053
100500089,C6T056
100500090,C6T057
100500091,C6T058
100500092,C6T059
100500093,C6T064
100500094,C6T065
100500095,C6T070
100500096,C6T073
100500097,C6T083
100500098,C6T084
100500099,C6T088
100500100,C6T096
100500101,I1J7I5
100500102,C6T0A1
100500103,C6T0A5
100500104,I1LDZ4
100500105,C6T0B8
100500106,I1KCH6
100500107,C6T0E2
100500108,C6T0E8
100500109,C6T0F0
100500110,C6T0F1
100500111,C6T0G4
100500112,C6T0G7
100500113,C6T0H2
100500115,C6T0H8
100500116,C6T0I6
100500117,Q38JD2
100500118,I1KUE5
100500119,C6T0J4
100500120,C6T0J9
100500122,I1JJ04
100500123,C6T0L0
100500124,C6T0L1
100500125,I1K1J6
100500126,A0A0R0LAD9
100500127,C6T0L4
100500128,C6T0L5
100500129,C6T0L7
100500130,C6T0L6
100500131,C6T0L8
100500132,C6T0L9
100500133,C6T0M0
100500135,I1J883
100500136,C6T0M5
100500138,C6T0M7
100500139,C6T0M8
100500140,I1NJ26
100500141,I1KGQ1
100500143,C6T0N6
100500144,C6T0N9
100500145,I1MU98
100500147,C6T0P2
100500150,C6T0P6
100500151,C6T0P8
100500153,C6T0Q0
100500154,C6T0Q1
100500155,A0A0R4J4B6
100500158,C6T0Q6
100500160,C6T0Q8
100500161,C6T0Q9
100500162,C6T0R1
100500163,C6T0R3
100500164,C6T0R5
100500165,C6T0R7
100500168,C6T0S0
100500169,C6T0S3
100500171,A0A0R0H8Q8
100500172,C6T0S9
100500174,C6T0T5
100500176,C6T0T8
100500177,C6T0T9
100500178,C6T0U1
100500179,C6T0U3
100500180,C6T0U5
100500181,C6T0U7
100500182,C6T0U9
100500185,C6T0V3
100500186,C6T0V5
100500187,C6T0V7
100500188,C6T0V9
100500189,C6T0W1
100500190,C6T0W3
100500191,C6T0W5
100500192,C6T0W7
100500193,C6T0X3
100500194,C6T0X5
100500196,C6T0X8
100500197,C6T0X9
100500198,C6T0Y1
100500199,C6T0Y3
100500200,A0A0R0HA20
100500202,C6T0Y7
100500203,C6T0Y9
100500205,C6T0Z3
100500207,C6T0Z4
100500208,C6T0Z6
100500209,C6T0Z8
100500210,C6T100
100500211,I1LG31
100500213,I1JQP4
100500214,C6T106
100500215,C6T107
100500216,C6T109
100500217,C6T111
100500218,C6T112
100500219,C6T114
100500220,C6T116
100500222,C6T117
100500224,C6T120
100500225,C6T119
100500227,C6T123
100500228,C6T125
100500229,C6T126
100500231,C6T129
100500233,C6T131
100500234,C6T133
100500236,C6T135
100500239,K7MJC9
100500240,C6T140
100500241,C6T142
100500243,C6T146
100500244,C6T147
100500245,C6T148
100500246,C6T150
100500247,C6T151
100500248,C6T152
100500249,C6T153
100500251,C6T155
100500252,C6T157
100500253,C6T156
100500254,C6ZS33
100500255,C6T159
100500256,I1KBP3
100500257,I1MVB9
100500258,C6T163
100500259,C6T164
100500260,C6T165
100500261,C6T166
100500263,C6T168
100500265,C6T171
100500266,C6T170
100500267,C6T172
100500268,C6T174
100500269,C6T175
100500270,C6T176
100500271,C6T177
100500273,C6T179
100500274,K7MJ55
100500275,C6T181
100500277,C6T184
100500278,C6T185
100500279,C6T186
100500281,C6T188
100500282,C6T189
100500283,C6T190
100500284,C6T191
100500285,C6T192
100500286,C6T194
100500287,C6T195
100500288,C6T197
100500289,C6T196
100500290,C6T199
100500291,C6T198
100500292,C6T1A0
100500293,A0A0R0H8B1
100500294,C6T1A3
100500295,C6T1A5
100500296,C6T1A4
100500297,C6T1A6
100500298,C6T1A8
100500299,C6T1A9
100500300,C6T1B0
100500301,C6T1B1
100500302,C6T1B2
100500303,K0H6H6
100500304,C6T1B4
100500307,A0A0R0L186
100500308,C6T1B7
100500311,C6T1C1
100500314,C6T1C4
100500315,C6T1C6
100500316,C6T1C7
100500317,C6T1C8
100500318,C6T1C9
100500319,C6T1D0
100500320,C6T1D1
100500321,C6T1D2
100500322,C6T1D4
100500323,C6T1D5
100500324,C6T1D6
100500325,C6T1D7
100500326,C7S8C2
100500327,C6T1E0
100500328,C6T1E2
100500329,C6T1E1
100500330,C6T1E3
100500331,C6T1E4
100500332,C6T1E5
100500333,C6T1E6
100500334,C6T1E7
100500335,C6T1E8
100500336,C6T1F0
100500337,I1KZM6
100500338,C6T1F1
100500340,C6T1F3
100500341,C6T1F4
100500342,C6T1F5
100500343,C6T1F6
100500344,I1MYJ0
100500345,C6T1F8
100500346,C6T1G0
100500347,C6T1F9
100500348,C6T1G2
100500349,C6T1G4
100500350,C6T1G3
100500351,C6T1G5
100500352,C6T1G6
100500353,K7MQT5
100500355,C6T1G9
100500357,I1LKN4
100500358,C6T1H3
100500360,C6T1H5
100500361,C6T1H8
100500362,C6T1H7
100500366,I1KQP3
100500368,C6T1I4
100500369,I1LJ39
100500370,C6T1I8
100500371,C6T1I9
100500372,C6T1J0
100500373,C6T1J1
100500374,C6T1J2
100500375,C6T1J3
100500376,C6T1J4
100500377,C6T1J6
100500378,C6T1J5
100500379,C6T1J7
100500381,C6T1K0
100500383,K7KKC1
100500384,C6T1K2
100500385,C6T1K4
100500386,C6T1K5
100500387,I1L9G0
100500388,C6T1K8
100500389,I1N9B7
100500390,C6T1L0
100500391,C6T1L1
100500393,C6T1L3
100500395,I1LN65
100500396,C6T1L7
100500401,C6T1M3
100500402,C6T1M4
100500403,C6T1M6
100500405,C6T1M7
100500406,C6T1M9
100500408,C6T1N2
100500409,C6T1N3
100500410,C6T1N4
100500411,C6T1N6
100500413,C6T1N8
100500415,C6T1N9
100500416,C6T1P1
100500417,C6T1P2
100500418,C6T1P3
100500419,C6T1P4
100500420,C6T1P5
100500421,C6T1P6
100500422,C6T1P7
100500423,A0A0R4J465
100500424,C6T1P9
100500425,C6T1Q0
100500426,C6T1Q1
100500427,C6T1Q2
100500428,C6T1Q3
100500429,C6T1Q4
100500430,C6T1Q6
100500432,C6T1Q8
100500433,C6T1Q9
100500434,C6T1R1
100500435,C6T1R2
100500436,C6T1R0
100500437,C6T1R3
100500440,C6T1R6
100500441,C6T1R7
100500442,C6T1R8
100500444,C6T1S0
100500445,C6T1S1
100500446,C6T1S2
100500447,C6T1S3
100500448,I1K1G4
100500449,C6T1S5
100500451,I1MN74
100500452,C6T1S8
100500453,C6T1S9
100500455,C6T1T0
100500456,C6T1T2
100500457,C6T1T3
100500458,C6T1T5
100500459,I1K0Z1
100500460,C6T1T6
100500461,C6T1T7
100500462,C6T1T9
100500463,C6T1U1
100500464,C6T1U0
100500465,C6T1U2
100500466,C6T1U3
100500468,C6T1U5
100500469,K7LTY3
100500470,C6T1U7
100500471,C6T1U9
100500473,C6T1V0
100500474,C6T1V1
100500475,C6T1V2
100500477,C6T1V5
100500478,I1K081
100500479,C6T1V7
100500480,C6T1V6
100500481,C6T1V8
100500483,C6T1W0
100500484,C6T1W1
100500485,C6T1W2
100500486,C6T1W4
100500487,I1L066
100500488,C6T1W6
100500489,C6T1W7
100500490,C6T1W8
100500491,I1LZJ5
100500492,C6T1X0
100500493,C6T1X1
100500495,C6T1X3
100500496,C6T1X4
100500497,C6T1X5
100500499,C6T1X7
100500500,C6T1X9
100500501,C6T1X8
100500502,C6T1Y0
100500503,C6T1Y1
100500504,C6T1Y2
100500505,C6T1Y3
100500506,C6T1Y4
100500507,C6T1Y6
100500510,C6T1Y8
100500511,C6T1Z0
100500512,C6T1Z1
100500513,C6T1Z2
100500514,C6T1Z3
100500515,C6T1Z4
100500516,C6T1Z5
100500517,A0A0R0L177
100500518,C6T1Z7
100500520,K7MD94
100500521,C6T202
100500522,C6T203
100500524,I1L7P7
100500525,C6T206
100500526,C6T207
100500527,C6T208
100500529,K7LPC5
100500530,C6T211
100500532,C6T213
100500533,C6T214
100500534,A0A0R0KGM3
100500536,C6T217
100500537,C6T218
100500538,C6T219
100500539,C6T220
100500540,C6T221
100500541,C6T222
100500543,C6T224
100500544,I1NHI2
100500545,A0A0R0GX77
100500546,C6T227
100500550,C6T231
100500551,C6T232
100500553,C6T234
100500554,C6T235
100500555,C6T237
100500556,C6T238
100500557,C6T239
100500558,C6T240
100500559,C6T241
100500560,C6T242
100500561,C6T243
100500562,C6T244
100500565,C6T247
100500566,A0A0R4J426
100500567,C6T249
100500568,C6T250
100500569,C6T251
100500570,A0A0R0JE12
100500571,C6T253
100500572,C6T255
100500574,C6T256
100500575,C6T257
100500577,C6T259
100500578,K7KQJ6
100500579,C6T261
100500580,C6T262
100500581,C6T263
100500583,C6T265
100500584,C6T266
100500585,I1MTL4
100500588,C6T271
100500589,I1LG84
100500590,A0A0R0GT69
100500591,I1J769
100500592,C6T274
100500593,C6T275
100500595,C6T276
100500596,I1KNL7
100500597,C6T279
100500598,I1K7F3
100500599,I1KYW5
100500600,C6T282
100500601,C6T283
100500602,C6T284
100500603,C6T285
100500604,C6T286
100500605,C6T287
100500606,C6T288
100500607,C6T289
100500608,C6T290
100500609,I1JT75
100500610,C6T293
100500611,C6T292
100500612,I1JI60
100500613,C6T294
100500615,C6T297
100500616,C6T299
100500618,C6T2A0
100500619,C6T2A1
100500620,C6T2A2
100500621,I1JNN8
100500624,C6T2A6
100500625,C6T2A7
100500627,C6T2A9
100500628,C6T2B1
100500629,C6T2B0
100500630,I1NEV9
100500632,A0A0R0I5N9
100500633,K7MK71
100500634,C6T2B7
100500635,C6T2B9
100500636,C6T2C2
100500637,C6T2C1
100500638,C6T2C3
100500639,I1M1Z2
100500640,C6T2C5
100500641,C6T2C6
100500642,C6T2C7
100500643,C6T2C8
100500644,I1K6S2
100500645,C6T2C9
100500647,C6T2D1
100500648,C6T2D3
100500650,C6T2D5
100500652,C6T2D7
100500653,C6T2D8
100500654,C6T2D9
100500655,C6T2E0
100500657,C6T2E2
100500658,C6T2E3
100500659,C6T2E4
100500660,C6T2E5
100500661,A0A0R0L5W3
100500662,C6T2E8
100500663,C6T2E9
100500664,C6T2F0
100500665,C6T2F1
100500666,C6T2F2
100500667,C6T2F3
100500668,C6T2F4
100500669,C6T2F5
100500670,C6T2F6
100500671,C6T2F8
100500672,C6T2F7
100500673,C6T2F9
100500674,I1M8P2
100500675,C6T2G2
100500676,C6T2G3
100500677,C6T2G4
100500678,C6T2G5
100500679,C6T2G6
100500680,C6T2G7
100500682,C6T2H0
100500683,C6T2G9
100500684,C6T2H2
100500685,C6T2H1
100500686,A0A0R0FFC2
100500687,C6T2H4
100500688,K7L8F3
100500689,I1JNT1
100500690,C6T2H8
100500691,C6T2H9
100500692,C6T2I0
100500694,K7MFS7
100500695,C6T2I2
100500696,A0A0R0KYZ6
100500765,E0WC41
100526744,E3V057
100526843,C6ZRN8
100526844,C6ZS27
100526845,C4T848
100526846,C6T2I5
100526847,C6T2I7
100526848,C6T2I8
100526849,C6T2I9
100526851,C6T2J1
100526852,C6T2J2
100526853,C6T2J4
100526854,A0A0R0L7U1
100526856,C6T2J7
100526857,C6T2J8
100526858,C6T2K0
100526861,I1K7X2
100526862,I1KWG6
100526863,C6T2K6
100526864,I1N6Z0
100526865,C6T2K8
100526866,I1K5T0
100526867,C6T2L0
100526868,C6T2L2
100526870,C6T2L4
100526873,C6T2L5
100526874,C6T2L8
100526875,C6T2L7
100526876,C6T2M0
100526878,C6T2M1
100526879,C6T2M2
100526880,C6T2M4
100526881,C6T2M3
100526884,C6T2M7
100526885,C6T2M8
100526886,C6T2M9
100526887,C6T2N0
100526889,C6T2N2
100526890,C6T2N3
100526892,I1LGP0
100526893,C6T2N6
100526894,C6T2N7
100526895,A0A0R0IJ57
100526897,C6T2P1
100526898,I1JBG2
100526900,C6T2P4
100526901,C6T2P5
100526902,C6T2P6
100526903,C6T2P7
100526905,I1L224
100526906,C6T2P9
100526907,C6T2Q1
100526908,C6T2Q2
100526909,C6T2Q3
100526910,C6T2Q4
100526911,I1KS11
100526912,C6T2Q6
100526913,C6T2Q7
100526914,C6T2Q8
100526916,C6T2R0
100526917,C6T2R1
100526918,I1K9Z0
100526919,C6T2R2
100526920,C6T2R4
100526921,C6T2R5
100526922,C6T2R6
100526923,C6T2R7
100526924,C6T2R9
